,image_name,noise_level,Y_H,consensus,expert1,expert2,expert3,model_p0,model_p1,model_p2,model_pred_int
1098,n03041632_12748,110,"[0, 0, 0]",0,0,0,0,0.9999948874497012,8.506100594824773e-07,4.261940239076608e-06,0
1099,n03376595_7262,125,"[0, 0, 1]",0,0,0,1,0.15440486060513003,0.7997431976249406,0.04585194176992953,1
1100,n02504013_2476,110,"[0, 1, 1]",1,0,1,1,1.0110703653819226e-07,0.9999998274782149,7.141474851437413e-08,1
1101,n03085013_11685,110,"[0, 0, 0]",0,0,0,0,0.9999492251736897,3.305506210218274e-05,1.771976420820862e-05,0
1102,n03100240_12065,125,"[2, 2, 2]",2,2,2,2,5.391596639337498e-06,1.1337303488680338e-05,0.9999832710998721,2
1103,n04467665_66876,125,"[2, 2, 2]",2,2,2,2,3.3940117945970025e-05,8.53072998361148e-06,0.9999575291520704,2
1104,n04111531_21918,110,"[0, 0, 2]",0,0,0,2,0.5572003056124286,0.0022566728718680707,0.4405430215157034,0
1105,n03937543_3726,125,"[1, 1, 1]",1,1,1,1,0.9997878145220573,0.00016249837650596517,4.968710143692764e-05,0
1106,n02690373_4024,110,"[2, 2, 2]",2,2,2,2,5.853095986301773e-09,2.487156426910149e-07,0.9999997454312611,2
1107,n03196217_6467,110,"[0, 0, 0]",0,0,0,0,0.9812288865083302,0.0005748795670490667,0.01819623392462066,0
1108,n02132136_25168,110,"[1, 1, 1]",1,1,1,1,1.7544646159006923e-05,0.9999502394888886,3.221586495233694e-05,1
1109,n03100240_17393,125,"[2, 2, 2]",2,2,2,2,3.102194377227228e-06,1.1723505227681298e-05,0.999985174300395,2
1110,n02090379_3045,110,"[1, 1, 1]",1,1,1,1,2.0937284198407744e-05,0.9999655811529052,1.348156289641004e-05,1
1111,n02504458_9213,110,"[0, 1, 1]",1,0,1,1,0.6146319067587461,0.3727007033486285,0.012667389892625268,0
1112,n03196217_7867,110,"[0, 0, 0]",0,0,0,0,0.9999998650953669,3.2789535341105745e-08,1.0211509779893855e-07,0
1113,n04285008_6439,125,"[2, 2, 2]",2,2,2,2,3.149927893721468e-05,5.763687068792061e-05,0.9999108638503749,2
1114,n04111531_1708,110,"[0, 0, 2]",0,0,0,2,0.9954246655344067,0.00197812426896419,0.002597210196629302,0
1115,n04111531_22563,125,"[0, 0, 2]",0,0,0,2,0.727316237150224,0.25985279122781263,0.012830971621963477,0
1116,n01855672_7426,125,"[1, 1, 1]",1,1,1,1,1.1355079956625541e-05,0.99998393632034,4.708599703447905e-06,1
1117,n04505470_8018,125,"[0, 0, 2]",0,0,0,2,0.835421867012023,0.09000402909888909,0.07457410388908782,0
1118,n02125311_26497,110,"[0, 1, 1]",1,0,1,1,0.020402361113916502,0.9708863226985817,0.008711316187501966,1
1119,n02113624_4001,110,"[1, 1, 1]",1,1,1,1,0.004388744111666194,0.9932397541416026,0.0023715017467313576,1
1120,n04467665_56933,110,"[2, 0, 2]",2,2,0,2,6.176732578292656e-05,3.180503441888655e-05,0.9999064276397981,2
1121,n02105641_8995,110,"[1, 1, 1]",1,1,1,1,1.2291327865591071e-06,0.9999974074278356,1.3634393777582213e-06,1
1122,n02690373_1837,110,"[2, 0, 2]",2,2,0,2,0.3609834171573427,0.2244737473797716,0.4145428354628857,2
1123,n02124075_2643,110,"[1, 1, 1]",1,1,1,1,0.0006265778738045929,0.999368259291117,5.162835078523053e-06,1
1124,n02089867_5477,125,"[1, 1, 1]",1,1,1,1,0.00031486477685993894,0.999616984200022,6.815102311799807e-05,1
1125,n02504013_1844,125,"[2, 1, 1]",1,2,1,1,0.034332059570730655,0.9508387220646322,0.014829218364637227,1
1126,n04273569_5891,110,"[2, 2, 2]",2,2,2,2,0.0008623608158828298,3.811565638138178e-05,0.9990995235277357,2
1127,n02835271_15960,125,"[2, 2, 2]",2,2,2,2,3.545603341377226e-05,0.0006812205777255667,0.9992833233888606,2
1128,n02113712_913,110,"[1, 1, 1]",1,1,1,1,2.768750752000897e-05,0.9999701988516022,2.113640877770589e-06,1
1129,n03196217_10634,125,"[0, 0, 2]",0,0,0,2,0.9342245314007229,0.055124424270599624,0.010651044328677481,0
1130,n02111500_2733,110,"[1, 1, 1]",1,1,1,1,0.0002965553454456863,0.9995301291801898,0.00017331547436443974,1
1131,n02134418_4657,110,"[0, 1, 1]",1,0,1,1,5.166533082920024e-05,0.999846808802153,0.00010152586701766062,1
1132,n04505470_7946,125,"[0, 0, 2]",0,0,0,2,0.8790138573486588,0.011728788946278287,0.10925735370506276,0
1133,n04560804_4138,125,"[0, 0, 1]",0,0,0,1,0.9989498064435463,0.0010292679913647578,2.0925565088842002e-05,0
1134,n03937543_2232,110,"[0, 0, 2]",0,0,0,2,0.9815594316901934,0.00620545353807709,0.01223511477172955,0
1135,n03662601_13715,110,"[2, 2, 2]",2,2,2,2,8.353054638623363e-05,0.00012603761889780834,0.9997904318347158,2
1136,n02504458_6635,110,"[1, 1, 1]",1,1,1,1,0.0004981720088346417,0.9985497032686251,0.00095212472254021,1
1137,n04111531_7965,125,"[0, 0, 0]",0,0,0,0,0.8815568261656563,0.040257826636788466,0.07818534719755514,0
1138,n02504013_10341,110,"[1, 1, 1]",1,1,1,1,5.613375982575569e-07,0.999998886717937,5.519444646307272e-07,1
1139,n02791124_4296,125,"[0, 0, 1]",0,0,0,1,0.9998942849588297,4.313575645545294e-05,6.257928471498076e-05,0
1140,n02504458_3891,110,"[1, 1, 1]",1,1,1,1,1.5143607093837282e-05,0.9999576937952249,2.7162597681199812e-05,1
1141,n02791124_6368,110,"[0, 0, 1]",0,0,0,1,0.7086172263978676,0.2469969592107412,0.044385814391391346,0
1142,n02835271_22549,110,"[2, 2, 2]",2,2,2,2,0.0005007272560170519,0.00031757921482646664,0.9991816935291564,2
1143,n02708093_8379,125,"[0, 0, 2]",0,0,0,2,0.3627933598646216,0.13037705309938735,0.5068295870359911,2
1144,n02125311_2064,125,"[0, 1, 1]",1,0,1,1,0.004229329210930639,0.9872843212702034,0.00848634951886578,1
1145,n02092339_7356,110,"[1, 1, 1]",1,1,1,1,0.001845437791129049,0.99805574542073,9.881678814113467e-05,1
1146,n01843065_7445,125,"[2, 1, 1]",1,2,1,1,1.4032545345295225e-09,0.9999999984668227,1.2992272981723149e-10,1
1147,n02134418_88,110,"[0, 1, 1]",1,0,1,1,0.004436165380341139,0.9942612153143765,0.0013026193052824045,1
1148,n03376595_17811,125,"[0, 0, 1]",0,0,0,1,0.7215720571144453,0.2564925725321953,0.02193537035335916,0
1149,n03041632_11700,125,"[0, 0, 0]",0,0,0,0,0.9958979662390545,0.0036169237809523273,0.00048510997999306473,0
1150,n02132136_7863,125,"[2, 1, 1]",1,2,1,1,0.0007622871239081284,0.9989009102576709,0.000336802618420959,1
1151,n04505470_3905,110,"[0, 0, 0]",0,0,0,0,0.9992311030532575,0.0002589412527011329,0.0005099556940414421,0
1152,n03041632_32054,125,"[0, 0, 1]",0,0,0,1,0.996271644403425,0.0019904153931450674,0.0017379402034299178,0
1153,n03100240_9761,110,"[2, 2, 2]",2,2,2,2,1.0587264093214275e-06,1.434311939267157e-06,0.9999975069616515,2
1154,n02690373_4024,125,"[2, 2, 2]",2,2,2,2,2.1371440855062675e-08,1.4219666435838457e-06,0.9999985566619154,2
1155,n02132136_8650,110,"[1, 1, 1]",1,1,1,1,9.596390536570538e-05,0.9995030539299807,0.00040098216465374146,1
1156,n02690373_2882,110,"[2, 2, 2]",2,2,2,2,4.021359211441207e-09,1.1022608810906678e-07,0.9999998857525529,2
1157,n02814533_31493,125,"[2, 2, 2]",2,2,2,2,0.000201814269315632,0.00014512468563073952,0.9996530610450536,2
1158,n02690373_6491,110,"[2, 2, 2]",2,2,2,2,2.953050418655675e-11,3.777320194609353e-10,0.9999999995927376,2
1159,n03041632_50332,110,"[0, 0, 0]",0,0,0,0,0.99894754233551,0.00048393072133438544,0.0005685269431556513,0
1160,n03983396_1147,110,"[0, 0, 0]",0,0,0,0,0.9733667378729104,0.00646238999309549,0.020170872133993926,0
1161,n02690373_9687,110,"[2, 2, 2]",2,2,2,2,8.940887578297511e-07,1.4177040906949069e-05,0.9999849288703352,2
1162,n04111531_5093,125,"[0, 0, 2]",0,0,0,2,0.7892016588106283,0.000629623956920287,0.2101687172324513,0
1163,n03662601_4255,125,"[2, 0, 2]",2,2,0,2,0.7547159965313618,0.1506005348248367,0.0946834686438016,0
1164,n03376595_7835,125,"[0, 0, 2]",0,0,0,2,0.7821562211946832,0.15810494339479864,0.05973883541051809,0
1165,n04560804_6469,125,"[0, 0, 0]",0,0,0,0,0.7061429683068227,0.09141875983790791,0.20243827185526933,0
1166,n04111531_2023,110,"[0, 0, 0]",0,0,0,0,0.8790359910656143,0.0040743458553874085,0.11688966307899824,0
1167,n03100240_4173,110,"[2, 2, 2]",2,2,2,2,7.362478687133455e-05,0.00014553556473288052,0.9997808396483959,2
1168,n03662601_326,125,"[2, 2, 2]",2,2,2,2,2.2583821733575812e-07,6.690749118107074e-07,0.999999105086871,2
1169,n02124075_4933,110,"[1, 1, 1]",1,1,1,1,0.0001151481655788919,0.9998844819390695,3.698953517354619e-07,1
1170,n01558993_14305,110,"[1, 1, 1]",1,1,1,1,9.8307008539276e-08,0.9999998754821207,2.6210870889958754e-08,1
1171,n04505470_5063,110,"[0, 0, 0]",0,0,0,0,0.9999999692380918,1.1400238260100539e-08,1.9361670056352734e-08,0
1172,n02124075_2843,125,"[1, 1, 1]",1,1,1,1,0.0006761146151997765,0.9992961415021293,2.7743882670686293e-05,1
1173,n02835271_20903,110,"[2, 2, 2]",2,2,2,2,3.4940484399889027e-07,2.3319738989877822e-07,0.999999417397766,2
1174,n04111531_887,110,"[0, 0, 2]",0,0,0,2,0.9907349438411183,0.00040601215879543885,0.008859044000086452,0
1175,n02708093_864,110,"[0, 0, 0]",0,0,0,0,0.998739622120862,0.0003668351223380181,0.0008935427568000371,0
1176,n04429376_10128,125,"[0, 0, 0]",0,0,0,0,0.9993051646060017,0.00039987286373186864,0.0002949625302664166,0
1177,n02791124_60,110,"[0, 0, 0]",0,0,0,0,0.8455094150304787,0.08932710566586159,0.06516347930365965,0
1178,n03196217_3868,110,"[0, 0, 0]",0,0,0,0,0.9998766701824785,5.0245855212610626e-05,7.308396230909602e-05,0
1179,n02099849_1285,125,"[1, 1, 1]",1,1,1,1,0.00044419399424642733,0.9995011298796382,5.4676126115389903e-05,1
1180,n04548280_1440,125,"[0, 0, 0]",0,0,0,0,0.999981891331507,1.2879979776616304e-05,5.228688716740735e-06,0
1181,n04099969_1527,125,"[0, 0, 0]",0,0,0,0,0.9999599097186299,3.201993239914284e-05,8.070348971014074e-06,0
1182,n02132136_511,125,"[2, 1, 1]",1,2,1,1,0.013225205372881093,0.9446639775157366,0.04211081711138247,1
1183,n03196217_2628,110,"[0, 0, 2]",0,0,0,2,0.9560428493014327,0.03748010608731105,0.0064770446112564165,0
1184,n02133161_8679,125,"[2, 1, 1]",1,2,1,1,0.0028207180747540886,0.9918395242132596,0.005339757711986399,1
1185,n03041632_3247,110,"[0, 0, 0]",0,0,0,0,0.9994867451960502,0.00017882726887588111,0.0003344275350737207,0
1186,n02835271_8417,125,"[2, 1, 2]",2,2,1,2,0.000337316723103714,0.001245330399697397,0.9984173528771988,2
1187,n02814533_25986,110,"[2, 2, 2]",2,2,2,2,1.4185366914898642e-06,3.316821653835917e-06,0.9999952646416547,2
1188,n04591713_2032,125,"[0, 0, 2]",0,0,0,2,0.9329333404672483,0.06290549445927698,0.004161165073474819,0
1189,n02814533_3573,110,"[2, 2, 2]",2,2,2,2,1.0466278843485175e-05,2.243792143083722e-05,0.9999670957997256,2
1190,n03085013_23549,125,"[0, 0, 0]",0,0,0,0,0.9772451558122353,0.005864564310855589,0.016890279876908987,0
1191,n02690373_9086,125,"[2, 2, 2]",2,2,2,2,8.614406304858687e-06,4.979892668607435e-06,0.9999864057010266,2
1192,n02132136_9232,110,"[1, 1, 1]",1,1,1,1,6.401398336255582e-05,0.999925508819172,1.0477197465581772e-05,1
1193,n02123045_9305,110,"[1, 1, 1]",1,1,1,1,0.0024044284101788793,0.9973870699147837,0.0002085016750374983,1
1194,n02027492_2457,125,"[1, 1, 1]",1,1,1,1,5.380325338181467e-06,0.9999912054657285,3.4142089332793027e-06,1
1195,n02106662_5916,110,"[1, 1, 1]",1,1,1,1,5.615404624862516e-08,0.9999997385681113,2.0527784229424305e-07,1
1196,n02823428_14010,125,"[0, 0, 0]",0,0,0,0,0.9926124629317734,0.004935558328068521,0.002451978740158248,0
1197,n02028035_26229,110,"[1, 1, 1]",1,1,1,1,2.1395516555504764e-06,0.9999960106328908,1.8498154536366068e-06,1
1198,n02504013_4686,125,"[0, 1, 0]",0,0,1,0,0.024543919032913652,0.9675009558824508,0.00795512508463548,1
1199,n02134418_88,125,"[2, 1, 1]",1,2,1,1,0.009030883295028378,0.9880188102603921,0.002950306444579457,1
1200,n03417042_5576,110,"[0, 0, 0]",0,0,0,0,0.7677212415131566,0.22326970004788427,0.009009058438959276,0
1201,n02134418_4696,125,"[2, 1, 1]",1,2,1,1,0.09821226613940921,0.8748399755544425,0.026947758306148147,1
1202,n02690373_3326,125,"[2, 2, 2]",2,2,2,2,0.002733592714752439,0.005633567074940868,0.9916328402103066,2
1203,n03937543_2507,125,"[0, 0, 1]",0,0,0,1,0.9882847716273236,0.01134342211229512,0.00037180626038124393,0
1204,n02111129_1530,125,"[0, 1, 1]",1,0,1,1,0.013236687677061106,0.9848817424617091,0.0018815698612295215,1
1205,n02123394_6265,110,"[1, 1, 1]",1,1,1,1,0.06925617812267654,0.9178016005231847,0.012942221354138906,1
1206,n03085013_22489,125,"[0, 2, 2]",2,0,2,2,0.8618761916179201,0.007623518931483725,0.130500289450596,0
1207,n03792782_1466,125,"[0, 0, 0]",0,0,0,0,0.598603627526401,0.05592502738050245,0.3454713450930968,0
1208,n04099969_9194,110,"[0, 0, 2]",0,0,0,2,0.8948564475163059,0.08612125670999846,0.019022295773695602,0
1209,n02123394_4542,125,"[1, 1, 1]",1,1,1,1,0.00012607351168842553,0.9998584800746949,1.5446413616830796e-05,1
1210,n03085013_2640,125,"[0, 0, 0]",0,0,0,0,0.9999992715079159,2.063445227312599e-07,5.221475613782022e-07,0
1211,n03417042_21270,110,"[2, 2, 2]",2,2,2,2,0.006318100433266556,0.01656369231212632,0.9771182072546072,2
1212,n03085013_22980,110,"[0, 0, 1]",0,0,0,1,0.7822675909424365,0.19977752015957911,0.017954888897984498,0
1213,n04591713_3894,125,"[0, 0, 0]",0,0,0,0,0.9999934517701635,5.977564714926469e-06,5.706651214810338e-07,0
1214,n01601694_9470,125,"[2, 1, 1]",1,2,1,1,0.0001131829506718141,0.9998530175833553,3.3799465972773096e-05,1
1215,n04111531_10216,125,"[0, 0, 2]",0,0,0,2,0.761540247721765,0.10144809855172293,0.13701165372651197,0
1216,n02504013_6118,125,"[1, 1, 1]",1,1,1,1,6.597201009881444e-05,0.9999252890253919,8.738964509309436e-06,1
1217,n04111531_16696,110,"[0, 0, 0]",0,0,0,0,0.9999868141258738,2.2509796312738907e-06,1.0934894494960672e-05,0
1218,n02134418_134,125,"[0, 1, 1]",1,0,1,1,0.0028993060685369096,0.9961676265500791,0.0009330673813841462,1
1219,n03041632_44230,110,"[0, 0, 0]",0,0,0,0,0.9360559466958118,0.022996750935934947,0.04094730236825322,0
1220,n03796401_1791,125,"[2, 2, 2]",2,2,2,2,0.0007567541262141341,7.390875029122167e-05,0.9991693371234946,2
1221,n03937543_3196,110,"[0, 0, 0]",0,0,0,0,0.9999782403457381,1.8894500266659633e-05,2.8651539950775194e-06,0
1222,n02504013_4955,125,"[1, 1, 1]",1,1,1,1,0.024566160699817933,0.9711699426250858,0.004263896675096165,1
1223,n02690373_8592,125,"[2, 2, 2]",2,2,2,2,3.156531288200358e-07,2.7981856617367435e-06,0.9999968861612094,2
1224,n03041632_3247,125,"[0, 0, 0]",0,0,0,0,0.999335114450795,0.0002904105549728624,0.00037447499423190575,0
1225,n02690373_9709,125,"[2, 2, 2]",2,2,2,2,0.0022190537028828317,0.006585162691396859,0.9911957836057202,2
1226,n02823428_1493,125,"[0, 0, 0]",0,0,0,0,0.9998584070046558,4.164703704880531e-05,9.994595829562137e-05,0
1227,n02690373_4144,110,"[2, 2, 2]",2,2,2,2,0.00012674886715537386,0.00015703645906219447,0.9997162146737826,2
1228,n04111531_8009,110,"[0, 0, 2]",0,0,0,2,0.9995552246884358,5.661201545206305e-06,0.0004391141100189083,0
1229,n03662601_10716,125,"[2, 0, 2]",2,2,0,2,0.026894031103527973,0.327345023687609,0.6457609452088631,2
1230,n03792782_7667,110,"[2, 2, 2]",2,2,2,2,8.555659699192153e-05,0.002123931846128502,0.9977905115568797,2
1231,n03662601_8778,110,"[2, 0, 2]",2,2,0,2,0.00035206574517706235,0.005839249303089635,0.9938086849517331,2
1232,n03344393_8798,110,"[2, 2, 2]",2,2,2,2,8.870167237279462e-05,0.0006622310017720383,0.9992490673258552,2
1233,n02823428_4774,125,"[0, 0, 0]",0,0,0,0,0.9988199815822643,0.0009033652677872735,0.0002766531499483877,0
1234,n02504013_10346,110,"[1, 1, 1]",1,1,1,1,1.7427716612063262e-07,0.9999998111798178,1.4543016011136781e-08,1
1235,n02814533_40876,110,"[2, 2, 2]",2,2,2,2,0.01494701145445701,0.022394714624576446,0.9626582739209665,2
1236,n02690373_7408,125,"[2, 2, 2]",2,2,2,2,5.8901341743549364e-05,0.0004613245833323478,0.9994797740749243,2
1237,n03100240_17417,125,"[2, 1, 2]",2,2,1,2,0.7279966627040216,0.04423411646346893,0.22776922083250936,0
1238,n02002556_139,110,"[2, 1, 1]",1,2,1,1,2.585064012930101e-08,0.9999999335515535,4.059780650144814e-08,1
1239,n04467665_707,110,"[2, 2, 2]",2,2,2,2,0.00037991147447762627,0.0004106753737706706,0.9992094131517518,2
1240,n02690373_243,110,"[2, 2, 2]",2,2,2,2,1.762361033685203e-07,1.0955995748981746e-06,0.9999987281643218,2
1241,n02108000_6970,125,"[1, 1, 1]",1,1,1,1,0.00013254208562185353,0.9998280245936314,3.9433320746792035e-05,1
1242,n02504458_5190,125,"[2, 1, 1]",1,2,1,1,0.0007790081564318673,0.9990710829274266,0.00014990891614160952,1
1243,n03662601_1197,125,"[2, 2, 2]",2,2,2,2,6.964237970505298e-06,0.0002003883969158186,0.9997926473651138,2
1244,n03085013_20218,125,"[0, 0, 2]",0,0,0,2,0.8122841351693189,0.13930651015258205,0.0484093546780993,0
1245,n04505470_4684,125,"[0, 0, 2]",0,0,0,2,0.9999392910915298,2.5799481578411106e-05,3.4909426891807786e-05,0
1246,n02056570_727,110,"[2, 1, 2]",2,2,1,2,0.03685699554245317,0.9559583586475761,0.007184645809970715,1
1247,n04429376_57425,110,"[0, 0, 2]",0,0,0,2,0.9704034452940437,0.027223286467443163,0.0023732682385131207,0
1248,n03041632_37618,110,"[0, 0, 0]",0,0,0,0,0.060263418390007165,0.907177796228211,0.03255878538178175,1
1249,n04505470_207,125,"[0, 0, 0]",0,0,0,0,0.9969885725010637,0.0026390087769593315,0.0003724187219769015,0
1250,n01843065_7445,110,"[1, 1, 1]",1,1,1,1,3.643853544035363e-12,0.9999999999961044,2.5175306289085977e-13,1
1251,n04111531_4879,125,"[0, 0, 2]",0,0,0,2,0.9214903367490684,0.047159646596465,0.031350016654466545,0
1252,n03344393_8374,125,"[2, 0, 2]",2,2,0,2,0.4041219511386249,0.3293627368276519,0.26651531203372314,0
1253,n04505470_2709,110,"[0, 0, 1]",0,0,0,1,0.9970592269619709,0.0027611142573700574,0.00017965878065890982,0
1254,n02814533_27597,125,"[2, 2, 2]",2,2,2,2,0.005397645049999103,0.0072076336772916435,0.9873947212727094,2
1255,n01622779_9829,125,"[1, 1, 1]",1,1,1,1,4.3006146637461665e-08,0.9999999547327294,2.2611240160147305e-09,1
1256,n03085013_28741,110,"[0, 0, 0]",0,0,0,0,0.999915034551274,2.6534580719928207e-05,5.8430868006027116e-05,0
1257,n02105251_5812,110,"[1, 1, 1]",1,1,1,1,0.0019419124265256992,0.9975062672346315,0.0005518203388425755,1
1258,n03085013_21973,110,"[0, 0, 1]",0,0,0,1,0.9870594394211538,0.00977478467357527,0.0031657759052709034,0
1259,n02123159_4952,110,"[2, 1, 1]",1,2,1,1,0.02287222195041839,0.8825794154094966,0.09454836264008525,1
1260,n03376595_14240,125,"[0, 0, 0]",0,0,0,0,0.9636417465367753,0.005727835102864261,0.030630418360360716,0
1261,n02814533_7769,110,"[2, 2, 2]",2,2,2,2,0.6550242396943338,0.06947898471356706,0.27549677559209923,0
1262,n03792782_5405,110,"[2, 2, 2]",2,2,2,2,1.1129974660083211e-06,1.963861864662625e-06,0.9999969231406692,2
1263,n04591713_6069,110,"[0, 0, 2]",0,0,0,2,0.33366097347461665,0.01181529293073829,0.654523733594645,2
1264,n02690373_3698,110,"[2, 2, 2]",2,2,2,2,9.978547578106058e-06,6.494294621952842e-05,0.9999250785062023,2
1265,n02823428_1491,110,"[0, 0, 0]",0,0,0,0,0.9996943202160152,7.202814817387751e-05,0.00023365163581107247,0
1266,n03041632_36280,125,"[0, 0, 0]",0,0,0,0,0.9989376828040897,0.0006390407767028936,0.0004232764192075013,0
1267,n03796401_7179,110,"[2, 0, 2]",2,2,0,2,0.021953148548121394,0.0008264861147144417,0.9772203653371642,2
1268,n02124075_11068,110,"[1, 1, 1]",1,1,1,1,0.0002270128882917219,0.9997603262452434,1.2660866465048826e-05,1
1269,n02690373_2075,110,"[2, 2, 2]",2,2,2,2,0.049108712020169615,0.17201577924724018,0.7788755087325901,2
1270,n03983396_899,125,"[0, 0, 0]",0,0,0,0,0.5154542998630938,0.2996397710059536,0.1849059291309526,0
1271,n03417042_7506,125,"[2, 2, 2]",2,2,2,2,0.04225307002495914,0.02738963389852153,0.9303572960765191,2
1272,n04505470_3286,125,"[0, 0, 0]",0,0,0,0,0.9999993810025876,6.277286481384356e-08,5.562245477534058e-07,0
1273,n02133161_11329,125,"[2, 1, 1]",1,2,1,1,0.00885109313969569,0.9806574182176087,0.010491488642695578,1
1274,n04429376_45302,110,"[0, 0, 2]",0,0,0,2,0.9338187263824357,0.05604019500368713,0.01014107861387728,0
1275,n02123597_5951,110,"[1, 1, 1]",1,1,1,1,8.096153289028355e-06,0.9999918536714012,5.017530956190723e-08,1
1276,n02123045_8127,125,"[1, 1, 1]",1,1,1,1,0.008516350858153674,0.9912654988657315,0.00021815027611496901,1
1277,n03417042_9480,110,"[2, 2, 2]",2,2,2,2,8.697110606827941e-08,6.906660237359903e-08,0.9999998439622917,2
1278,n02708093_1430,125,"[0, 0, 0]",0,0,0,0,0.9974634337609414,0.0014455017674451236,0.001091064471613904,0
1279,n02133161_252,110,"[1, 1, 1]",1,1,1,1,8.677405150728102e-09,0.9999999849419873,6.380607619919882e-09,1
1280,n03041632_32054,110,"[0, 0, 0]",0,0,0,0,0.9998363114478295,8.200142779925575e-05,8.168712437124153e-05,0
1281,n03792782_16433,110,"[2, 2, 2]",2,2,2,2,0.004097489143974669,0.022804788095067,0.9730977227609586,2
1282,n04099969_13775,125,"[0, 0, 2]",0,0,0,2,0.9189985249416256,0.023573501009896608,0.05742797404847777,0
1283,n02690373_12505,110,"[2, 2, 2]",2,2,2,2,0.0026343354341631276,0.089724054273967,0.9076416102918703,2
1284,n02094433_5663,125,"[0, 1, 1]",1,0,1,1,0.004093017301738951,0.9953298122829121,0.0005771704153491276,1
1285,n03983396_17262,110,"[0, 0, 2]",0,0,0,2,0.5666489723829845,0.28786801963692604,0.1454830079800896,0
1286,n02504013_6212,125,"[1, 1, 1]",1,1,1,1,0.0008490493714726343,0.9976953064244359,0.0014556442040914207,1
1287,n02814533_4446,125,"[2, 2, 2]",2,2,2,2,0.0006178544345555008,0.0015139753774035941,0.997868170188041,2
1288,n02134418_2367,125,"[0, 1, 1]",1,0,1,1,0.0033989315120214916,0.9929847453469578,0.003616323141020841,1
1289,n02123159_1008,110,"[1, 1, 1]",1,1,1,1,7.488456229138996e-05,0.9999214842643597,3.6311733487746755e-06,1
1290,n02504458_996,125,"[1, 1, 1]",1,1,1,1,2.746515789523483e-06,0.9999958988814648,1.3546027456184656e-06,1
1291,n03792782_176,110,"[2, 0, 2]",2,2,0,2,0.0022810103115156652,0.9846545580480924,0.01306443164039191,1
1292,n04505470_7312,110,"[0, 0, 0]",0,0,0,0,0.9999983335043621,1.0428385144622792e-06,6.236571233455431e-07,0
1293,n04111531_22291,110,"[0, 0, 0]",0,0,0,0,0.9943390821676487,8.186081423892068e-05,0.0055790570181123485,0
1294,n02690373_2232,125,"[2, 2, 2]",2,2,2,2,0.10690430295909564,0.4057353580506512,0.48736033899025333,2
1295,n04612504_27571,125,"[2, 0, 2]",2,2,0,2,7.49338453208828e-05,0.0015596838826300475,0.998365382272049,2
1296,n02791124_2009,110,"[0, 0, 2]",0,0,0,2,0.9957514576950758,0.0021205899442989194,0.002127952360625095,0
1297,n01601694_9470,110,"[2, 1, 1]",1,2,1,1,1.0718096350080449e-06,0.9999985812922576,3.468981075770386e-07,1
1298,n04111531_20429,110,"[0, 0, 0]",0,0,0,0,0.9962445738716283,0.0021684786132345384,0.0015869475151370216,0
1299,n03376595_4242,110,"[0, 0, 2]",0,0,0,2,0.9006961003535785,0.05766261937954902,0.04164128026687242,0
1300,n02504013_6857,110,"[1, 1, 1]",1,1,1,1,0.031213745555023122,0.964203209481937,0.004583044963039878,1
1301,n02107574_3775,125,"[2, 1, 1]",1,2,1,1,0.055421559199157824,0.49608742073688783,0.4484910200639544,1
1302,n03662601_33002,125,"[2, 2, 2]",2,2,2,2,9.534194489557725e-06,1.9022279174337011e-06,0.999988563577593,2
1303,n03792782_4927,110,"[2, 2, 2]",2,2,2,2,0.0003517709765794291,0.00367795895346831,0.9959702700699522,2
1304,n03041632_24561,125,"[0, 0, 0]",0,0,0,0,0.9999960961688502,1.3863279728006338e-06,2.5175031770463497e-06,0
1305,n03041632_25022,110,"[0, 0, 0]",0,0,0,0,0.9678791751204069,0.015088382116683062,0.01703244276291034,0
1306,n02791124_4261,110,"[0, 0, 0]",0,0,0,0,0.9999563748572332,1.6456798707723206e-05,2.7168344059077996e-05,0
1307,n03041632_45090,110,"[0, 0, 0]",0,0,0,0,0.999997919008275,1.5065092374723192e-06,5.744824877244754e-07,0
1308,n02504458_1291,110,"[1, 1, 1]",1,1,1,1,2.2343894323358787e-05,0.999650816313805,0.0003268397918718363,1
1309,n02504458_155,110,"[1, 1, 1]",1,1,1,1,0.0018667400231653795,0.9979437567375468,0.00018950323928767604,1
1310,n02690373_763,110,"[2, 2, 2]",2,2,2,2,0.016884340975221245,0.02864077676694588,0.954474882257833,2
1311,n02132136_9557,110,"[0, 1, 1]",1,0,1,1,9.139355438362701e-05,0.9998508373532472,5.776909236903729e-05,1
1312,n01796340_11254,125,"[2, 1, 1]",1,2,1,1,1.1764757415099194e-05,0.9999773515049317,1.0883737653184453e-05,1
1313,n02814533_25986,125,"[2, 2, 2]",2,2,2,2,4.092820293260599e-06,1.0283668081196289e-05,0.9999856235116255,2
1314,n04273569_13641,125,"[2, 2, 2]",2,2,2,2,0.00020245692562880405,0.0010372048388129817,0.9987603382355583,2
1315,n02006656_11301,125,"[0, 1, 1]",1,0,1,1,9.209777114688075e-05,0.9996888208226964,0.00021908140615688665,1
1316,n03792782_40466,125,"[2, 2, 2]",2,2,2,2,0.0011530033150119205,0.00029954507128403306,0.9985474516137042,2
1317,n02708093_2824,125,"[0, 0, 0]",0,0,0,0,0.9999851979678512,7.67357746127323e-06,7.128454687615487e-06,0
